company_name,industry,job_title,experience_level,employment_type,posted_date,company_size,city,country,min_salary,max_salary,avg_salary,year,month,day_name,quarter,AWS,Azure,BigQuery,C++,CUDA,Excel,FastAPI,Flask,GCP,Hugging Face,KDB+,Keras,LangChain,MLflow,NumPy,Pandas,Power BI,PyTorch,Python,R,Reinforcement Learning,SQL,Scikit-learn,TensorFlow,skills_count
Davis Inc,Healthcare,NLP Engineer,Senior,Remote,2024-10-27,Mid,Port Tina,Peru,72000.0,122709.0,97354.5,2024,October,Sunday,Q4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,5
Zhang-Watson,E-commerce,Computer Vision Engineer,Senior,Internship,2024-07-10,Mid,New Veronica,Albania,81871.0,132251.0,107061.0,2024,July,Wednesday,Q3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6
"Harrison, Wallace and Chen",Retail,Quant Researcher,Entry,Remote,2023-12-26,Startup,Port Catherinetown,Venezuela,93878.0,113869.0,103873.5,2023,December,Tuesday,Q4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,5
"Cruz, Cruz and Flores",E-commerce,NLP Engineer,Entry,Remote,2023-10-29,Startup,New Alyssa,Ivory Coast,41243.0,77253.0,59248.0,2023,October,Sunday,Q4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,6
Garcia-Smith,Automotive,Data Scientist,Entry,Contract,2023-11-17,Startup,North Kevin,Yemen,47150.0,124312.0,85731.0,2023,November,Friday,Q4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,9
Castaneda Group,Tech,ML Engineer,Mid,Remote,2023-10-30,Mid,Nobleside,Cyprus,127636.0,149510.0,138573.0,2023,October,Monday,Q4,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"Sawyer, Frye and Jenkins",Finance,NLP Engineer,Mid,Contract,2025-01-10,Large,West Hayleyton,Djibouti,130749.0,200032.0,165390.5,2025,January,Friday,Q1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5
Bradshaw and Sons,Education,AI Researcher,Mid,Contract,2025-05-05,Large,Kathrynfort,Tonga,58452.0,155880.0,107166.0,2025,May,Monday,Q2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,7
"Cross, Johnson and Chan",Retail,Computer Vision Engineer,Senior,Contract,2025-08-31,Mid,Danielview,Bhutan,68117.0,162345.0,115231.0,2025,August,Sunday,Q3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6
Jones LLC,Healthcare,NLP Engineer,Senior,Internship,2024-09-07,Mid,Taraborough,Kyrgyzstan,112292.0,131998.0,122145.0,2024,September,Saturday,Q3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,6
Adams-Chapman,Tech,AI Product Manager,Senior,Contract,2025-03-09,Mid,Littleshire,Central African Republic,139059.0,151161.0,145110.0,2025,March,Sunday,Q1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,1,8
Duran-Williams,Retail,Data Analyst,Entry,Contract,2024-03-10,Mid,East Patrickfurt,Bhutan,110780.0,193559.0,152169.5,2024,March,Sunday,Q1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,7
Arnold Inc,Healthcare,Quant Researcher,Senior,Remote,2025-09-13,Startup,Jonesfurt,Netherlands,44707.0,105567.0,75137.0,2025,September,Saturday,Q3,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,7
Kirk Group,Retail,Data Scientist,Senior,Contract,2023-10-10,Startup,Chasestad,Luxembourg,112616.0,150479.0,131547.5,2023,October,Tuesday,Q4,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,9
Flynn-Kennedy,E-commerce,AI Researcher,Entry,Full-time,2023-10-01,Large,Villaport,Colombia,92121.0,110462.0,101291.5,2023,October,Sunday,Q4,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,9
Singleton-Roy,Automotive,Quant Researcher,Mid,Internship,2024-08-04,Large,Port Rodney,Liberia,92112.0,185041.0,138576.5,2024,August,Sunday,Q3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,6
"Combs, Brown and Williams",Retail,Data Analyst,Mid,Remote,2025-03-21,Mid,Jessicatown,Philippines,115180.0,140889.0,128034.5,2025,March,Friday,Q1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,6
Meyer-Reyes,Education,ML Engineer,Mid,Internship,2024-05-30,Startup,Port Christine,Bahrain,95776.0,159901.0,127838.5,2024,May,Thursday,Q2,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,7
Anderson LLC,Tech,ML Engineer,Senior,Full-time,2024-03-09,Mid,Elizabethton,Palau,141251.0,152764.0,147007.5,2024,March,Saturday,Q1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,5
Duncan-Reyes,Finance,Data Analyst,Mid,Remote,2025-03-18,Startup,New Ryan,Botswana,136810.0,231084.0,183947.0,2025,March,Tuesday,Q1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,8
"Davis, Murphy and Cox",Retail,Data Scientist,Senior,Full-time,2025-08-20,Mid,Pittmanville,Costa Rica,83889.0,134261.0,109075.0,2025,August,Wednesday,Q3,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,8
"Peterson, Brown and Mcdonald",Automotive,ML Engineer,Senior,Contract,2025-02-16,Mid,Port Bernard,Belarus,101199.0,165364.0,133281.5,2025,February,Sunday,Q1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Turner and Sons,Tech,Data Analyst,Mid,Internship,2025-06-12,Mid,Robertsmouth,Mongolia,131457.0,181221.0,156339.0,2025,June,Thursday,Q2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4
"Spears, Moore and Mccormick",E-commerce,ML Engineer,Senior,Full-time,2025-06-12,Startup,South Lisa,Iceland,142849.0,159228.0,151038.5,2025,June,Thursday,Q2,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,8
Shaw LLC,Automotive,Data Scientist,Mid,Internship,2024-12-07,Startup,New Johnnybury,Liechtenstein,138773.0,156637.0,147705.0,2024,December,Saturday,Q4,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,6
Gill-Schmidt,Healthcare,Data Analyst,Mid,Contract,2024-02-14,Large,New Williambury,France,52554.0,88603.0,70578.5,2024,February,Wednesday,Q1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,7
"Fuentes, Russo and Watson",Education,Data Analyst,Senior,Full-time,2025-06-06,Startup,East Amanda,Gabon,42445.0,87889.0,65167.0,2025,June,Friday,Q2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4
Weaver-Mills,Automotive,Quant Researcher,Entry,Internship,2024-03-23,Large,South Benjamin,Paraguay,42100.0,109275.0,75687.5,2024,March,Saturday,Q1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5
Lee-Levy,Retail,Quant Researcher,Mid,Contract,2024-04-27,Startup,West Lindsayfurt,Sri Lanka,137547.0,208492.0,173019.5,2024,April,Saturday,Q2,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7
Anderson PLC,Retail,ML Engineer,Entry,Contract,2025-03-17,Startup,Younghaven,Comoros,141946.0,171941.0,156943.5,2025,March,Monday,Q1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,7
Murphy-Sosa,Education,Quant Researcher,Mid,Full-time,2025-03-16,Mid,North Patrick,Eswatini,131712.0,178157.0,154934.5,2025,March,Sunday,Q1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,6
Lawrence Group,Education,ML Engineer,Mid,Remote,2024-07-05,Startup,Lake Aliciachester,Turkmenistan,91126.0,185060.0,138093.0,2024,July,Friday,Q3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
Gonzales-Gardner,Automotive,NLP Engineer,Senior,Full-time,2024-09-07,Large,Frazierberg,Dominican Republic,100471.0,143502.0,121986.5,2024,September,Saturday,Q3,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,8
"Padilla, Mann and Pierce",Finance,ML Engineer,Senior,Remote,2025-08-22,Mid,West Brandon,Rwanda,47058.0,78474.0,62766.0,2025,August,Friday,Q3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,5
"Vazquez, Mcknight and Vega",Retail,AI Researcher,Entry,Internship,2025-08-06,Large,Ramseyview,Tuvalu,102565.0,184809.0,143687.0,2025,August,Wednesday,Q3,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,6
"Walker, Soto and Miles",Finance,Data Analyst,Mid,Remote,2025-06-10,Startup,Oconnorville,Italy,61954.0,143718.0,102836.0,2025,June,Tuesday,Q2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,6
Kelly-Walls,Tech,Computer Vision Engineer,Senior,Remote,2024-01-05,Startup,East Ana,Saint Kitts and Nevis,83274.0,137815.0,110544.5,2024,January,Friday,Q1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,6
Roberts-Watson,Healthcare,Data Analyst,Entry,Full-time,2025-05-25,Mid,Perryside,Czech Republic,82652.0,137577.0,110114.5,2025,May,Sunday,Q2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,5
"George, Hines and Galvan",Tech,NLP Engineer,Entry,Remote,2024-04-08,Large,East Rachelland,Marshall Islands,84254.0,109338.0,96796.0,2024,April,Monday,Q2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,6
"Lam, Garcia and Lopez",Automotive,Computer Vision Engineer,Mid,Full-time,2025-04-13,Large,Baldwinland,Tuvalu,135038.0,234859.0,184948.5,2025,April,Sunday,Q2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,6
"Vasquez, Grimes and Mooney",Healthcare,ML Engineer,Entry,Remote,2024-10-02,Startup,Brewerland,Austria,58091.0,128175.0,93133.0,2024,October,Wednesday,Q4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,6
Mcneil-Nelson,Tech,Data Analyst,Senior,Contract,2024-12-21,Startup,Duartebury,Vatican City,59630.0,143743.0,101686.5,2024,December,Saturday,Q4,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,6
Wiggins-Rivera,Healthcare,NLP Engineer,Senior,Internship,2024-01-14,Large,Andreashire,Tonga,90456.0,177785.0,134120.5,2024,January,Sunday,Q1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4
Morris-Swanson,Education,NLP Engineer,Entry,Internship,2024-11-08,Startup,Howellburgh,Norway,130542.0,204720.0,167631.0,2024,November,Friday,Q4,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,6
Wong and Sons,Education,AI Product Manager,Entry,Internship,2025-04-01,Large,North Kristie,Chile,74640.0,136034.0,105337.0,2025,April,Tuesday,Q2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,7
"Davidson, Green and Johnson",E-commerce,Data Analyst,Entry,Internship,2025-05-01,Large,West Tylerberg,Jordan,134678.0,199022.0,166850.0,2025,May,Thursday,Q2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,7
Greer-Garner,E-commerce,Data Analyst,Entry,Contract,2025-09-11,Mid,South Chadton,Iraq,60699.0,100444.0,80571.5,2025,September,Thursday,Q3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,7
"Nash, Solomon and Cameron",Education,NLP Engineer,Entry,Internship,2024-03-27,Mid,Davidfurt,Italy,118562.0,168256.0,143409.0,2024,March,Wednesday,Q1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
Jimenez Group,E-commerce,Data Scientist,Mid,Full-time,2024-03-03,Mid,Williamview,Cuba,135565.0,208792.0,172178.5,2024,March,Sunday,Q1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,4
Garcia-Adams,Education,ML Engineer,Senior,Internship,2023-12-15,Mid,Port Victoriaburgh,Tunisia,102146.0,133999.0,118072.5,2023,December,Friday,Q4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,6
Munoz and Sons,Retail,Quant Researcher,Entry,Full-time,2024-09-05,Startup,Smithmouth,Uganda,119302.0,138298.0,128800.0,2024,September,Thursday,Q3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,5
Griffin Ltd,E-commerce,Data Analyst,Entry,Contract,2024-04-03,Large,Harrisonhaven,Portugal,49324.0,111133.0,80228.5,2024,April,Wednesday,Q2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,5
Briggs-Miller,E-commerce,Computer Vision Engineer,Entry,Full-time,2024-02-06,Startup,Janicemouth,Uzbekistan,138580.0,231364.0,184972.0,2024,February,Tuesday,Q1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,8
Dominguez Group,Finance,Quant Researcher,Mid,Contract,2024-11-06,Large,New Melissashire,Rwanda,74176.0,137039.0,105607.5,2024,November,Wednesday,Q4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,5
"Cohen, Schneider and Scott",Healthcare,ML Engineer,Mid,Remote,2025-05-24,Large,Port Nathan,Turkmenistan,131736.0,200711.0,166223.5,2025,May,Saturday,Q2,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5
Peterson Ltd,E-commerce,Quant Researcher,Mid,Contract,2025-04-30,Large,Staffordstad,Azerbaijan,147838.0,240312.0,194075.0,2025,April,Wednesday,Q2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,8
Ramsey-Hamilton,Education,AI Product Manager,Senior,Internship,2024-03-22,Startup,West Kyliechester,Andorra,73318.0,132625.0,102971.5,2024,March,Friday,Q1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,7
Davidson-Clark,Finance,Computer Vision Engineer,Mid,Internship,2025-08-14,Mid,Lake Erika,Saint Vincent and the Grenadines,47247.0,120710.0,83978.5,2025,August,Thursday,Q3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
"Ramirez, Sanchez and Lucas",Retail,NLP Engineer,Senior,Internship,2025-08-11,Startup,Johnsonfurt,Equatorial Guinea,147851.0,188241.0,168046.0,2025,August,Monday,Q3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,7
"Atkinson, Branch and Horton",Tech,Data Analyst,Senior,Full-time,2024-09-07,Large,New Darren,Ethiopia,83545.0,139001.0,111273.0,2024,September,Saturday,Q3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,7
Hawkins Ltd,E-commerce,Data Scientist,Senior,Contract,2023-12-11,Mid,North Madison,Uzbekistan,113683.0,150250.0,131966.5,2023,December,Monday,Q4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
Moore Ltd,Tech,AI Researcher,Mid,Internship,2025-01-30,Mid,Abigailmouth,Niger,85570.0,163706.0,124638.0,2025,January,Thursday,Q1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,7
Hughes-Henry,Retail,Data Analyst,Mid,Full-time,2024-07-03,Startup,West James,Eritrea,47968.0,108841.0,78404.5,2024,July,Wednesday,Q3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,6
Johnson-Thomas,Healthcare,Data Analyst,Entry,Internship,2024-03-18,Large,Lake Curtis,Bahamas,110576.0,182999.0,146787.5,2024,March,Monday,Q1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,6
"Hunt, White and Schmidt",Tech,AI Researcher,Entry,Contract,2025-08-01,Startup,Josephstad,Algeria,80195.0,161305.0,120750.0,2025,August,Friday,Q3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,7
Harris-Zavala,E-commerce,AI Product Manager,Mid,Remote,2024-10-19,Startup,West Michael,Nicaragua,131293.0,216683.0,173988.0,2024,October,Saturday,Q4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6
Price PLC,Finance,AI Researcher,Mid,Remote,2024-01-29,Startup,Madisonside,Bahrain,113368.0,178541.0,145954.5,2024,January,Monday,Q1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7
Craig-Lloyd,Tech,Data Analyst,Mid,Contract,2025-02-03,Startup,Priceborough,Luxembourg,86846.0,98704.0,92775.0,2025,February,Monday,Q1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,8
Bell-Perez,Tech,NLP Engineer,Mid,Internship,2024-08-01,Mid,Rossbury,Seychelles,125414.0,140740.0,133077.0,2024,August,Thursday,Q3,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6
Cole-Clark,Automotive,Data Scientist,Entry,Internship,2024-11-05,Startup,South Meganmouth,Liechtenstein,127708.0,143295.0,135501.5,2024,November,Tuesday,Q4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6
Knight-Lozano,Finance,NLP Engineer,Senior,Remote,2023-10-21,Mid,New Heatherbury,Bulgaria,136117.0,208595.0,172356.0,2023,October,Saturday,Q4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,7
Burton LLC,Automotive,Data Scientist,Senior,Full-time,2024-06-04,Mid,South Jamesville,Jamaica,74834.0,103941.0,89387.5,2024,June,Tuesday,Q2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,7
"Castillo, Bonilla and Mclaughlin",Automotive,Computer Vision Engineer,Mid,Internship,2024-03-14,Large,West Jasonmouth,Iran,123956.0,163525.0,143740.5,2024,March,Thursday,Q1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,5
Byrd-Christian,Finance,NLP Engineer,Mid,Internship,2024-11-07,Large,West Theresashire,Nicaragua,138221.0,219313.0,178767.0,2024,November,Thursday,Q4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,5
Price-Sandoval,E-commerce,Data Scientist,Senior,Remote,2025-08-09,Large,Lake Markport,Pakistan,46907.0,84839.0,65873.0,2025,August,Saturday,Q3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
Black-Simmons,Automotive,Data Scientist,Senior,Full-time,2024-07-03,Startup,Allenburgh,Botswana,136391.0,226513.0,181452.0,2024,July,Wednesday,Q3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,8
"Berger, Jackson and Hansen",Automotive,Data Analyst,Mid,Contract,2025-07-09,Mid,Hopkinstown,North Korea,113830.0,133491.0,123660.5,2025,July,Wednesday,Q3,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,8
Kent-Preston,E-commerce,Data Analyst,Senior,Full-time,2024-06-11,Mid,North Nicolechester,Colombia,45973.0,72433.0,59203.0,2024,June,Tuesday,Q2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5
"Hartman, Rowe and Hernandez",Automotive,Data Analyst,Entry,Internship,2024-04-30,Large,East Joseph,Greece,85501.0,149518.0,117509.5,2024,April,Tuesday,Q2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,7
Morrison-Turner,Retail,Computer Vision Engineer,Entry,Contract,2025-08-25,Mid,Mayerview,Nicaragua,137862.0,169321.0,153591.5,2025,August,Monday,Q3,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,8
Smith Inc,Tech,AI Product Manager,Mid,Internship,2025-03-04,Startup,New Adam,Brunei,104563.0,140859.0,122711.0,2025,March,Tuesday,Q1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,7
Gardner-Chavez,Tech,Data Scientist,Mid,Full-time,2023-12-17,Mid,Lopezfort,Cambodia,119393.0,154411.0,136902.0,2023,December,Sunday,Q4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,6
Morris-Blake,Healthcare,Data Scientist,Senior,Contract,2024-01-05,Mid,Lake Anthony,Chile,52342.0,65593.0,58967.5,2024,January,Friday,Q1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,5
Hunter-Ward,Finance,ML Engineer,Senior,Remote,2023-12-01,Large,Millerborough,Samoa,110675.0,194128.0,152401.5,2023,December,Friday,Q4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,7
Hicks and Sons,Finance,Data Scientist,Entry,Remote,2025-06-12,Large,Port Franciscoside,Guatemala,93518.0,182685.0,138101.5,2025,June,Thursday,Q2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,8
Torres-Clark,Education,NLP Engineer,Entry,Contract,2023-10-26,Mid,West Jason,Romania,80174.0,143646.0,111910.0,2023,October,Thursday,Q4,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,9
Brown Ltd,Automotive,Data Analyst,Senior,Contract,2025-03-13,Mid,West Keithview,Luxembourg,90229.0,182531.0,136380.0,2025,March,Thursday,Q1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
Kerr Ltd,Education,Quant Researcher,Entry,Full-time,2024-01-14,Mid,Juanburgh,Chad,42741.0,138581.0,90661.0,2024,January,Sunday,Q1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,6
"Hobbs, Moreno and Williams",Finance,ML Engineer,Mid,Full-time,2025-08-31,Startup,Andrewmouth,Guinea,141028.0,211158.0,176093.0,2025,August,Sunday,Q3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1,8
"Brown, Giles and Thompson",E-commerce,ML Engineer,Entry,Internship,2025-02-17,Startup,North Mistyland,Djibouti,62711.0,120957.0,91834.0,2025,February,Monday,Q1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,7
Jordan Inc,Healthcare,ML Engineer,Mid,Full-time,2025-02-28,Mid,Joelland,Monaco,140092.0,164804.0,152448.0,2025,February,Friday,Q1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5
Rodriguez Inc,Tech,AI Product Manager,Mid,Internship,2025-04-13,Mid,Lake Debbie,Eswatini,72382.0,84197.0,78289.5,2025,April,Sunday,Q2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,7
Evans-Alvarado,Retail,NLP Engineer,Senior,Remote,2025-06-23,Large,Davidmouth,Benin,91789.0,114759.0,103274.0,2025,June,Monday,Q2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,8
"Phillips, Sanchez and Christensen",E-commerce,AI Product Manager,Entry,Internship,2025-02-08,Large,East Davidchester,Niger,112036.0,153498.0,132767.0,2025,February,Saturday,Q1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,7
"Sexton, Davis and Allen",Healthcare,NLP Engineer,Mid,Full-time,2025-06-13,Startup,Lake David,Finland,45224.0,79444.0,62334.0,2025,June,Friday,Q2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,6
"Gill, Russo and Hill",Automotive,Quant Researcher,Entry,Internship,2023-12-19,Startup,Gomezchester,Uganda,62949.0,91600.0,77274.5,2023,December,Tuesday,Q4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4
"Walsh, Davis and Tanner",Automotive,Data Analyst,Senior,Full-time,2025-04-25,Large,North Brettfurt,Marshall Islands,67630.0,155926.0,111778.0,2025,April,Friday,Q2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,8
Green Group,E-commerce,AI Researcher,Entry,Contract,2023-12-12,Mid,Port Yvetteland,Sri Lanka,92512.0,136705.0,114608.5,2023,December,Tuesday,Q4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,7
"Wilson, Wilson and Austin",Finance,Data Analyst,Mid,Remote,2024-06-18,Large,Mistyfurt,North Korea,96374.0,117586.0,106980.0,2024,June,Tuesday,Q2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,7
Williams-Thomas,Retail,NLP Engineer,Mid,Internship,2025-05-28,Large,North Patricia,Yemen,72840.0,136135.0,104487.5,2025,May,Wednesday,Q2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,6
"Thompson, Gibson and Simmons",Retail,NLP Engineer,Mid,Remote,2025-09-01,Mid,Gutierreztown,Tajikistan,107564.0,192348.0,149956.0,2025,September,Monday,Q3,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,6
"Bush, Dennis and Burke",Automotive,AI Product Manager,Entry,Full-time,2024-07-14,Startup,Benitezfurt,Sao Tome and Principe,101793.0,153283.0,127538.0,2024,July,Sunday,Q3,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,8
Anderson and Sons,Retail,Data Analyst,Senior,Remote,2025-03-25,Startup,Griffintown,North Korea,111604.0,157715.0,134659.5,2025,March,Tuesday,Q1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,8
